prompt,completion
"To prepare a catalyst with metals Zr, Cs, La on a Al2O3 support, Al2O3 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zr, Cs, La. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of Al2O3. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.5 seconds.",9.3
"To prepare a catalyst with metals Ba, La, W on a Al2O3 support, Al2O3 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ba, La, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of Al2O3. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",3.5
"To prepare a catalyst with metals Li, K, Co on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, K, Co. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",10.4
"To prepare a catalyst with metals Li, Fe, W on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Fe, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.5
"To prepare a catalyst with metals Li, Ni on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Ni. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.1
"To prepare a catalyst with metals Li, Nd, Tb on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Nd, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.4
"To prepare a catalyst with metals Li, Ni, Hf on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Ni, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",11.2
"To prepare a catalyst with metals Na, Sr, Mo on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Sr, Mo. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",12.9
"To prepare a catalyst with metals Na, Ce, Tb on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Ce, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.9
"To prepare a catalyst with metals Mg, Cu, Sr on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Cu, Sr. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",7.3
"To prepare a catalyst with metals Mg, Zn, Eu on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Zn, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.6
"To prepare a catalyst with metals K, Mn, La on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Mn, La. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.1
"To prepare a catalyst with metals K, Zr, Tb on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Zr, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 4. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.7
"To prepare a catalyst with metals Ca, Ti, Cu on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Ti, Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",9.7
"To prepare a catalyst with metals Ti, Sr, La on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ti, Sr, La. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.4
"To prepare a catalyst with metals Ti, Mo, Nd on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ti, Mo, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 6. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",4.5
"To prepare a catalyst with metals V, Cs, Nd on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to V, Cs, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8
"To prepare a catalyst with metals Mn, Fe, Cu on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mn, Fe, Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.4
"To prepare a catalyst with metals Mn, Zn, Sr on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mn, Zn, Sr. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",10.4
"To prepare a catalyst with metals Co, Ni, Cu on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Co, Ni, Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.1
"To prepare a catalyst with metals Co, Y, Nd on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Co, Y, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.7
"To prepare a catalyst with metals Ni, W on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ni, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.5 seconds.",0.7
"To prepare a catalyst with metals Ni, Ce, Nd on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ni, Ce, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",8.3
"To prepare a catalyst with metals Cu, La, Tb on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu, La, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",3.9
"To prepare a catalyst with metals Cu on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",8.1
"To prepare a catalyst with metals Zn, Sr, Pd on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zn, Sr, Pd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",1.2
"To prepare a catalyst with metals Zr, Cs, Cs on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zr, Cs, Cs. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 6. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.5 seconds.",2.5
"To prepare a catalyst with metals Mo, Ba on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mo, Ba. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.5
"To prepare a catalyst with metals Cs, Ba, Ce on a SiO2 support, SiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cs, Ba, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of SiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.5 seconds.",7.8
"To prepare a catalyst with metals Li, V, Eu on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, V, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",13.6
"To prepare a catalyst with metals Li, Co, Mo on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Co, Mo. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",4.8
"To prepare a catalyst with metals Li, Cu, Cs on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Cu, Cs. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",5.6
"To prepare a catalyst with metals Na, Mg, Hf on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Mg, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.5 seconds.",14.3
"To prepare a catalyst with metals Na, Ti, Ce on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Ti, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",11.9
"To prepare a catalyst with metals Na, Mn, La on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Mn, La. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.7
"To prepare a catalyst with metals Na, Cu, Hf on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Cu, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",4.2
"To prepare a catalyst with metals Mg, Co, Ce on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Co, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8
"To prepare a catalyst with metals Mg, Cu, Eu on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Cu, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",4.6
"To prepare a catalyst with metals Mg, Sr, Y on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Sr, Y. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",14.4
"To prepare a catalyst with metals Mg, Sr, Ba on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Sr, Ba. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",17.4
"To prepare a catalyst with metals Mg, Zr, Hf on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Zr, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",15.9
"To prepare a catalyst with metals K, Sr, Y on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Sr, Y. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.5 seconds.",9.9
"To prepare a catalyst with metals K, Y, Eu on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Y, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",13.1
"To prepare a catalyst with metals Ca, Mn on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Mn. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.5 seconds.",7.6
"To prepare a catalyst with metals Ca, Nd, Tb on a CaO support, CaO (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Nd, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of CaO. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.2
